V1,V2
D2006,FALSE
D2462,FALSE
D2501,FALSE
D2401,FALSE
D2318,FALSE
D0969,FALSE
D1746,FALSE
D1781,FALSE
D2945,FALSE
D0638,FALSE
D1310,FALSE
D1927,FALSE
D1895,FALSE
D1100,FALSE
D1522,FALSE
D0534,FALSE
D0719,FALSE
D0463,FALSE
D0810,FALSE
D1553,FALSE
D2990,FALSE
D2421,FALSE
D1402,FALSE
D1821,FALSE
D2856,FALSE
D0218,FALSE
D2125,FALSE
D0713,FALSE
D1742,FALSE
D2468,FALSE
D0691,FALSE
D1631,FALSE
D0382,FALSE
D1303,FALSE
D1126,FALSE
D2480,FALSE
D2644,FALSE
D2655,FALSE
D0911,FALSE
D1324,FALSE
D2338,FALSE
D0622,FALSE
D0118,FALSE
D1830,FALSE
D2919,FALSE
D2805,FALSE
D2439,FALSE
D0888,FALSE
D2786,FALSE
D0733,FALSE
D1703,FALSE
D1753,FALSE
D0373,FALSE
D2892,FALSE
D0510,FALSE
D0229,FALSE
D2685,FALSE
D2249,FALSE
D1726,FALSE
D2731,FALSE
D0254,FALSE
D1219,FALSE
D2612,FALSE
D1526,FALSE
D0771,FALSE
D0866,FALSE
D1520,FALSE
D0399,FALSE
D0128,FALSE
D1260,FALSE
D1587,FALSE
D0004,FALSE
D1363,FALSE
D1190,FALSE
D2031,FALSE
D2564,FALSE
D0147,FALSE
D0267,FALSE
D1999,FALSE
D0303,FALSE
D2552,FALSE
D1986,FALSE
D0516,FALSE
D0126,FALSE
D2818,FALSE
D0541,FALSE
D0353,FALSE
D1729,FALSE
D2614,FALSE
D2842,FALSE
D2859,FALSE
D2310,FALSE
D1864,FALSE
D2981,FALSE
D0169,FALSE
D0114,FALSE
D1068,FALSE
D2772,FALSE
D1857,FALSE
D0995,FALSE
D0799,FALSE
D2966,FALSE
D2124,FALSE
D1732,FALSE
D0780,FALSE
D0531,FALSE
D0210,FALSE
D1536,FALSE
D1755,FALSE
D2226,FALSE
D1231,FALSE
D0103,FALSE
D2682,FALSE
D0567,FALSE
D2407,FALSE
D0722,FALSE
D1602,FALSE
D0667,FALSE
D1441,FALSE
D0357,FALSE
D0112,FALSE
D1493,FALSE
D2558,FALSE
D0736,FALSE
D2207,FALSE
D0588,FALSE
D2358,FALSE
D2482,FALSE
D1871,FALSE
D1711,FALSE
D1367,FALSE
D2081,FALSE
D2870,FALSE
D2097,FALSE
D2602,FALSE
D0328,FALSE
D2886,FALSE
D0317,FALSE
D0706,FALSE
D2849,FALSE
D0556,FALSE
D2608,FALSE
D0206,FALSE
D1169,FALSE
D1454,FALSE
D0491,FALSE
D2027,FALSE
D1467,FALSE
D2114,FALSE
D1506,FALSE
D1284,FALSE
D2807,FALSE
D2084,FALSE
D0422,FALSE
D2214,FALSE
D0933,FALSE
D1006,FALSE
D0676,FALSE
D2063,FALSE
D1046,FALSE
D0044,FALSE
D0716,FALSE
D1675,FALSE
D2182,FALSE
D1956,FALSE
D0842,FALSE
D2300,FALSE
D1388,FALSE
D0504,FALSE
D0548,FALSE
D0751,FALSE
D2236,FALSE
D0324,FALSE
D1567,FALSE
D1689,FALSE
D1214,FALSE
D0216,FALSE
D2743,FALSE
D2927,FALSE
D2248,FALSE
D2355,FALSE
D0559,FALSE
D2570,FALSE
D1784,FALSE
D1155,FALSE
D2762,FALSE
D0634,FALSE
D1016,FALSE
D1651,FALSE
D2308,FALSE
D0252,FALSE
D0811,FALSE
D0993,FALSE
D1372,FALSE
D0618,FALSE
D0448,FALSE
D2317,FALSE
D0543,FALSE
D1453,FALSE
D1189,FALSE
D1708,FALSE
D1162,FALSE
D0249,FALSE
D1582,FALSE
D1112,FALSE
D2675,FALSE
D2971,FALSE
D2477,FALSE
D0640,FALSE
D0050,FALSE
D1412,FALSE
D1242,FALSE
D2666,FALSE
D0505,FALSE
D1886,FALSE
D1000,FALSE
D1963,FALSE
D0033,FALSE
D1618,FALSE
D0137,FALSE
D2346,FALSE
D1932,FALSE
D0675,FALSE
D0498,FALSE
D2735,FALSE
D1647,FALSE
D1978,FALSE
D1696,FALSE
D2617,FALSE
D1143,FALSE
D2419,FALSE
D2388,FALSE
D2711,FALSE
D1377,FALSE
D0111,FALSE
D1752,FALSE
D2161,FALSE
D1797,FALSE
D0047,FALSE
D1130,FALSE
D1182,FALSE
D0412,FALSE
D1828,FALSE
D0907,FALSE
D2446,FALSE
D2627,FALSE
D0069,FALSE
D2792,FALSE
D1398,FALSE
D2751,FALSE
D2032,FALSE
D2906,FALSE
D0296,FALSE
D0654,FALSE
D1484,FALSE
D2452,FALSE
D1532,FALSE
D0759,FALSE
D0082,FALSE
D1136,FALSE
D0095,FALSE
D0637,FALSE
D1073,FALSE
D1204,FALSE
D0683,FALSE
D0643,FALSE
D2065,FALSE
D0975,FALSE
D3000,FALSE
D2572,FALSE
D0359,FALSE
D0273,FALSE
D2814,FALSE
D0228,FALSE
D0001,FALSE
D2733,FALSE
D1472,FALSE
D0152,FALSE
D2824,FALSE
D0507,FALSE
D1160,FALSE
D0626,FALSE
D2778,FALSE
D1487,FALSE
D2508,FALSE
D1432,FALSE
D1837,FALSE
D0923,FALSE
D0506,FALSE
D1831,FALSE
D0920,FALSE
D2782,FALSE
D2654,FALSE
D0858,FALSE
D0536,FALSE
D2284,FALSE
D1926,FALSE
D1565,FALSE
D1316,FALSE
D0846,FALSE
D0271,FALSE
D2500,FALSE
D0680,FALSE
D0411,FALSE
D0838,FALSE
D1052,FALSE
D2562,FALSE
D0756,FALSE
D2740,FALSE
D0018,FALSE
D1648,FALSE
D1603,FALSE
D0217,FALSE
D0362,FALSE
D0737,FALSE
D1697,FALSE
D2348,FALSE
D1184,FALSE
D2259,FALSE
D1393,FALSE
D1738,FALSE
D2193,FALSE
D1662,FALSE
D2149,FALSE
D1023,FALSE
D0605,FALSE
D2387,FALSE
D1897,FALSE
D1137,FALSE
D0986,FALSE
D2636,FALSE
D2996,FALSE
D1358,FALSE
D0272,FALSE
D1590,FALSE
D0032,FALSE
D0854,FALSE
D2502,FALSE
D0561,FALSE
D0042,FALSE
D1616,FALSE
D2499,FALSE
D1725,FALSE
D1268,FALSE
D1194,FALSE
D0741,FALSE
D1997,FALSE
D0116,FALSE
D1798,FALSE
D0828,FALSE
D2467,FALSE
D1633,FALSE
D2658,FALSE
D1188,FALSE
D0113,FALSE
D1555,FALSE
D2860,FALSE
D2576,FALSE
D2309,FALSE
D2061,FALSE
D1337,FALSE
D2903,FALSE
D2383,FALSE
D2537,FALSE
D0825,FALSE
D0190,FALSE
D1581,FALSE
D2913,FALSE
D0167,FALSE
D1305,FALSE
D0941,FALSE
D1382,FALSE
D1428,FALSE
D2768,FALSE
D1252,FALSE
D2302,FALSE
D2657,FALSE
D0432,FALSE
D2506,FALSE
D2573,FALSE
D2920,FALSE
D0562,FALSE
D0302,FALSE
D0075,FALSE
D2168,FALSE
D0943,FALSE
D2349,FALSE
D2925,FALSE
D0669,FALSE
D1350,FALSE
D1449,FALSE
D1135,FALSE
D2837,FALSE
D2780,FALSE
D1086,FALSE
D0836,FALSE
D0624,FALSE
D0883,FALSE
D0078,FALSE
D0065,FALSE
D0852,FALSE
D1296,FALSE
D0227,FALSE
D0649,FALSE
D2681,FALSE
D1462,FALSE
D0460,FALSE
D0041,FALSE
D2760,FALSE
D1564,FALSE
D2278,FALSE
D0847,FALSE
D2490,FALSE
D2001,FALSE
D0379,FALSE
D0388,FALSE
D0076,FALSE
D2071,FALSE
D2476,FALSE
D1691,FALSE
D1228,FALSE
D1507,FALSE
D1607,FALSE
D1091,FALSE
D1460,FALSE
D1683,FALSE
D0734,FALSE
D0778,FALSE
D1438,FALSE
D1928,FALSE
D0954,FALSE
D0909,FALSE
D2276,FALSE
D1593,FALSE
D2826,FALSE
D2957,FALSE
D2335,FALSE
D0892,FALSE
D0934,FALSE
D2604,FALSE
D1856,FALSE
D1549,FALSE
D0219,FALSE
D2433,FALSE
D1979,FALSE
D2332,FALSE
D0224,FALSE
D1609,FALSE
D0882,FALSE
D1335,FALSE
D2136,FALSE
D2784,FALSE
D0511,FALSE
D0917,FALSE
D0748,FALSE
D0890,FALSE
D1849,FALSE
D1028,FALSE
D2544,FALSE
D2412,FALSE
D0694,FALSE
D1811,FALSE
D1767,FALSE
D0234,FALSE
D0798,FALSE
D1807,FALSE
D0092,FALSE
D2336,FALSE
D1079,FALSE
D1022,FALSE
D0937,FALSE
D2294,FALSE
D2724,FALSE
D1740,FALSE
D0596,FALSE
D0038,FALSE
D2513,FALSE
D2538,FALSE
D1566,FALSE
D1984,FALSE
D1921,FALSE
D0360,FALSE
D0478,FALSE
D1063,FALSE
D2283,FALSE
D0738,FALSE
D1290,FALSE
D1078,FALSE
D2344,FALSE
D2052,FALSE
D2010,FALSE
D0814,FALSE
D2987,FALSE
D0591,FALSE
D2375,FALSE
D0769,FALSE
D1366,FALSE
D0972,FALSE
D2360,FALSE
D1990,FALSE
D2677,FALSE
D1845,FALSE
D0369,FALSE
D2003,FALSE
D1381,FALSE
D1705,FALSE
D1996,FALSE
D1808,FALSE
D1329,FALSE
D0464,FALSE
D0985,FALSE
D2839,FALSE
D2728,FALSE
D0672,FALSE
D0365,FALSE
D0424,FALSE
D2611,FALSE
D2260,FALSE
D2863,FALSE
D2129,FALSE
D2288,FALSE
D2186,FALSE
D2524,FALSE
D1386,FALSE
D0984,FALSE
D0300,FALSE
D2956,FALSE
D2265,FALSE
D2391,FALSE
D0712,FALSE
D0048,FALSE
D1780,FALSE
D2196,FALSE
D2687,FALSE
D2351,FALSE
D0165,FALSE
D0747,FALSE
D1777,FALSE
D1342,FALSE
D1141,FALSE
D0801,FALSE
D0587,FALSE
D1279,FALSE
D0393,FALSE
D1418,FALSE
D0795,FALSE
D2722,FALSE
D2204,FALSE
D2491,FALSE
D0209,FALSE
D0025,FALSE
D2698,FALSE
D2082,FALSE
D1558,FALSE
D1215,FALSE
D1323,FALSE
D0982,FALSE
D2088,FALSE
D1783,FALSE
D0186,FALSE
D2553,FALSE
D0569,FALSE
D1107,FALSE
D0702,FALSE
D2369,FALSE
D2882,FALSE
D2321,FALSE
D0140,FALSE
D1123,FALSE
D1516,FALSE
D0757,FALSE
D2613,FALSE
D0423,FALSE
D2023,FALSE
D2247,FALSE
D1920,FALSE
D1736,FALSE
D0220,FALSE
D2239,FALSE
D0538,FALSE
D0336,FALSE
D1924,FALSE
D1579,FALSE
D0168,FALSE
D1625,FALSE
D2718,FALSE
D0499,FALSE
D1712,FALSE
D0471,FALSE
D0554,FALSE
D1678,FALSE
D0435,FALSE
D2922,FALSE
D0323,FALSE
D0410,FALSE
D2504,FALSE
D2965,FALSE
D1498,FALSE
D0549,FALSE
D2688,FALSE
D1410,FALSE
D0925,FALSE
D1975,FALSE
D1891,FALSE
D0789,FALSE
D0699,FALSE
D2742,FALSE
D2104,FALSE
D0274,FALSE
D1040,FALSE
D1589,FALSE
D0570,FALSE
D1262,FALSE
D0235,FALSE
D1309,FALSE
D1222,FALSE
D2329,FALSE
D0912,FALSE
D2642,FALSE
D2440,FALSE
D2977,FALSE
D2165,FALSE
D0179,FALSE
D2159,FALSE
D0109,FALSE
D1840,FALSE
D2074,FALSE
D1304,FALSE
D1239,FALSE
D0837,FALSE
D2869,FALSE
D0992,FALSE
D0054,FALSE
D1443,FALSE
D2678,FALSE
D0981,FALSE
D1621,FALSE
D0682,FALSE
D0593,FALSE
D1322,FALSE
D0797,FALSE
D1724,FALSE
D1031,FALSE
D1641,FALSE
D1727,FALSE
D0568,FALSE
D1140,FALSE
D2312,FALSE
D2275,FALSE
D1024,FALSE
D1909,FALSE
D2940,FALSE
D2565,FALSE
D0949,FALSE
D0462,FALSE
D2610,FALSE
D0644,FALSE
D1714,FALSE
D1213,FALSE
D2943,FALSE
D1459,FALSE
D1320,FALSE
D0071,FALSE
D0257,FALSE
D0894,FALSE
D2546,FALSE
D1076,FALSE
D2485,FALSE
D0457,FALSE
D1134,FALSE
D0829,FALSE
D2726,FALSE
D0098,FALSE
D1224,FALSE
D1492,FALSE
D1248,FALSE
D0488,FALSE
D0688,FALSE
D1281,FALSE
D0819,FALSE
D0726,FALSE
D1693,FALSE
D0948,FALSE
D2177,FALSE
D1051,FALSE
D1037,FALSE
D2689,FALSE
D2011,FALSE
D1653,FALSE
D0366,FALSE
D1481,FALSE
D1030,FALSE
D1096,FALSE
D1210,FALSE
D1958,FALSE
D2037,FALSE
D2072,FALSE
D2845,FALSE
D1361,FALSE
D0528,FALSE
D2199,FALSE
D2474,FALSE
D0766,FALSE
D1355,FALSE
D1576,FALSE
D2806,FALSE
D2041,FALSE
D0539,FALSE
D0342,FALSE
D0178,FALSE
D0304,FALSE
D1234,FALSE
D2669,FALSE
D2533,FALSE
D2361,FALSE
D0711,FALSE
D2048,FALSE
D2090,FALSE
D1660,FALSE
D0613,FALSE
D1974,FALSE
D0419,FALSE
D1541,FALSE
D0973,FALSE
D1757,FALSE
D2105,FALSE
D2404,FALSE
D0367,FALSE
D1201,FALSE
D2995,FALSE
D2746,FALSE
D1744,FALSE
D0242,FALSE
D1095,FALSE
D0578,FALSE
D2853,FALSE
D0061,FALSE
D2691,FALSE
D2603,FALSE
D1791,FALSE
D0945,FALSE
D0563,FALSE
D2381,FALSE
D2982,FALSE
D0171,FALSE
D1977,FALSE
D1440,FALSE
D2075,FALSE
D0572,FALSE
D0199,FALSE
D1817,FALSE
D1953,FALSE
D0311,FALSE
D0158,FALSE
D1659,FALSE
D2025,FALSE
D1728,FALSE
D2392,FALSE
D2916,FALSE
D0817,FALSE
D1331,FALSE
D2327,FALSE
D1315,FALSE
D0845,FALSE
D0222,FALSE
D1719,FALSE
D2847,FALSE
D0603,FALSE
D0895,FALSE
D1509,FALSE
D1658,FALSE
D1899,FALSE
D1466,FALSE
D0489,FALSE
D0192,FALSE
D1898,FALSE
D0455,FALSE
D2373,FALSE
D0293,FALSE
D0175,FALSE
D1166,FALSE
D0121,FALSE
D2342,FALSE
D0096,FALSE
D0592,FALSE
D0648,FALSE
D0027,FALSE
D2465,FALSE
D1380,FALSE
D1389,FALSE
D1944,FALSE
D2380,FALSE
D1042,FALSE
D2261,FALSE
D1627,FALSE
D1451,FALSE
D1497,FALSE
D1749,FALSE
D1057,FALSE
D2789,FALSE
D1374,FALSE
D2179,FALSE
D2997,FALSE
D0156,FALSE
D0020,FALSE
D2701,FALSE
D1207,FALSE
D1420,FALSE
D0612,FALSE
D0611,FALSE
D0456,FALSE
D0013,FALSE
D1055,FALSE
D0416,FALSE
D2024,FALSE
D2953,FALSE
D0698,FALSE
D2699,FALSE
D1688,FALSE
D2909,FALSE
D2835,FALSE
D1261,FALSE
D1533,FALSE
D2252,FALSE
D1475,FALSE
D0946,FALSE
D2952,FALSE
D0701,FALSE
D0661,FALSE
D1676,FALSE
D0707,FALSE
D2647,FALSE
D2273,FALSE
D1919,FALSE
D0636,FALSE
D2106,FALSE
D1246,FALSE
D2534,FALSE
D0088,FALSE
D1584,FALSE
D0987,FALSE
D1082,FALSE
D1253,FALSE
D2899,FALSE
D2209,FALSE
D1628,FALSE
D1918,FALSE
D1644,FALSE
D2739,FALSE
D2914,FALSE
D0492,FALSE
D0583,FALSE
D1093,FALSE
D1514,FALSE
D1437,FALSE
D0436,FALSE
D2229,FALSE
D2653,FALSE
D1622,FALSE
D2569,FALSE
D1421,FALSE
D2394,FALSE
D2800,FALSE
D1785,FALSE
D2210,FALSE
D1012,FALSE
D2198,FALSE
D2368,FALSE
D1479,FALSE
D1879,FALSE
D2623,FALSE
D2993,FALSE
D0730,FALSE
D2447,FALSE
D1368,FALSE
D2445,FALSE
D2162,FALSE
D2921,FALSE
D1758,FALSE
D1588,FALSE
D1569,FALSE
D1294,FALSE
D2878,FALSE
D1806,FALSE
D0610,FALSE
D2822,FALSE
D1311,FALSE
D2828,FALSE
D0477,FALSE
D1671,FALSE
D0910,FALSE
D2563,FALSE
D2206,FALSE
D2955,FALSE
D2905,FALSE
D2043,FALSE
D1770,FALSE
D2876,FALSE
D2986,FALSE
D0160,FALSE
D2517,FALSE
D0266,FALSE
D1180,FALSE
D1822,FALSE
D1552,FALSE
D2233,FALSE
D0685,FALSE
D0904,FALSE
D2523,FALSE
D0339,FALSE
D2402,FALSE
D0182,FALSE
D1044,FALSE
D1505,FALSE
D0290,FALSE
D1312,FALSE
D1911,FALSE
D0483,FALSE
D2758,FALSE
D0248,FALSE
D2322,FALSE
D1881,FALSE
D1015,FALSE
D0696,FALSE
D1196,FALSE
D2505,FALSE
D0878,FALSE
D0533,FALSE
D2393,FALSE
D1062,FALSE
D1597,FALSE
D2133,FALSE
D1839,FALSE
D1111,FALSE
D1843,FALSE
D1047,FALSE
D0646,FALSE
D1236,FALSE
D0595,FALSE
D2220,FALSE
D1352,FALSE
D2266,FALSE
D0752,FALSE
D2885,FALSE
D1790,FALSE
D0520,FALSE
D2341,FALSE
D2983,FALSE
D2089,FALSE
D1457,FALSE
D0124,FALSE
D0240,FALSE
D1199,FALSE
D0247,FALSE
D0807,FALSE
D0743,FALSE
D2788,FALSE
D2659,FALSE
D1392,FALSE
D0314,FALSE
D0965,FALSE
D0312,FALSE
D1483,FALSE
D1880,FALSE
D2223,FALSE
D0809,FALSE
D2585,FALSE
D0673,FALSE
D0089,FALSE
D1404,FALSE
D2947,FALSE
D0724,FALSE
D2583,FALSE
D1550,FALSE
D0320,FALSE
D0335,FALSE
D0417,FALSE
D0758,FALSE
D2665,FALSE
D1668,FALSE
D2107,FALSE
D2599,FALSE
D2540,FALSE
D0967,FALSE
D1059,FALSE
D1413,FALSE
D2040,FALSE
D2279,FALSE
D2577,FALSE
D0292,FALSE
D0144,FALSE
D2489,FALSE
D0689,FALSE
D1048,FALSE
D2455,FALSE
D2632,FALSE
D1850,FALSE
D0804,FALSE
D0398,FALSE
D0584,FALSE
D2855,FALSE
D2680,FALSE
D0914,FALSE
D2409,FALSE
D0418,FALSE
D1403,FALSE
D0019,FALSE
D2211,FALSE
D2825,FALSE
D2912,FALSE
D2158,FALSE
D1064,FALSE
D1960,FALSE
D0794,FALSE
D2064,FALSE
D1200,FALSE
D2527,FALSE
D1469,FALSE
D0868,FALSE
D2897,FALSE
D2928,FALSE
D0389,FALSE
D0601,FALSE
D1951,FALSE
D1088,FALSE
D1577,FALSE
D2092,FALSE
D1458,FALSE
D1617,FALSE
D1910,FALSE
D1813,FALSE
D0705,FALSE
D2007,FALSE
D0871,FALSE
D2436,FALSE
D1369,FALSE
D0905,FALSE
D0123,FALSE
D1970,FALSE
D2560,FALSE
D2923,FALSE
D2479,FALSE
D0885,FALSE
D0502,FALSE
D1923,FALSE
D0129,FALSE
D0401,FALSE
D0450,FALSE
D2696,FALSE
D1611,FALSE
D0697,FALSE
D2663,FALSE
D1862,FALSE
D2765,FALSE
D1050,FALSE
D2034,FALSE
D2053,FALSE
D0542,FALSE
D0461,FALSE
D2486,FALSE
D0287,FALSE
D0275,FALSE
D0221,FALSE
D1270,FALSE
D0409,FALSE
D1351,FALSE
D1333,FALSE
D2376,FALSE
D1517,FALSE
D2661,FALSE
D0839,FALSE
D0258,FALSE
D2123,FALSE
D2131,FALSE
D2889,FALSE
D1456,FALSE
D1938,FALSE
D0108,FALSE
D1908,FALSE
D0525,FALSE
D1542,FALSE
D1128,FALSE
D1285,FALSE
D2980,FALSE
D1995,FALSE
D2009,FALSE
D0066,FALSE
D0120,FALSE
D2555,FALSE
D2864,FALSE
D2307,FALSE
D2930,FALSE
D0509,FALSE
D0790,FALSE
D1397,FALSE
D1375,FALSE
D0433,FALSE
D2958,FALSE
D2238,FALSE
D0332,FALSE
D2164,FALSE
D0571,FALSE
D2086,FALSE
D1077,FALSE
D0856,FALSE
D1008,FALSE
D0005,FALSE
D0496,FALSE
D1764,FALSE
D1396,FALSE
D2420,FALSE
D1102,FALSE
D2748,FALSE
D0093,FALSE
D0535,FALSE
D2049,FALSE
D1701,FALSE
D0812,FALSE
D2550,FALSE
D1205,FALSE
D1489,FALSE
D2979,FALSE
D0997,FALSE
D1869,FALSE
D2551,FALSE
D1092,FALSE
D2096,FALSE
D0932,FALSE
D2732,FALSE
D2579,FALSE
D1293,FALSE
D0523,FALSE
D0859,FALSE
D2250,FALSE
D1175,FALSE
D1733,FALSE
D1071,FALSE
D1297,FALSE
D1976,FALSE
D1855,FALSE
D0656,FALSE
D2753,FALSE
D0793,FALSE
D2567,FALSE
D2008,FALSE
D0684,FALSE
D0203,FALSE
D0808,FALSE
D0439,FALSE
D0107,FALSE
D1964,FALSE
D1229,FALSE
D2390,FALSE
D2542,FALSE
D0942,FALSE
D0449,FALSE
D2478,FALSE
D2083,FALSE
D1540,FALSE
D0935,FALSE
D0926,FALSE
D2707,FALSE
D0600,FALSE
D2428,FALSE
D1537,FALSE
D1043,FALSE
D1823,FALSE
D0440,FALSE
D0166,FALSE
D2362,FALSE
D0378,FALSE
D1551,FALSE
D0485,FALSE
D0796,FALSE
D2866,FALSE
D0721,FALSE
D1056,FALSE
D1795,FALSE
D0862,FALSE
D2460,FALSE
D1321,FALSE
D1993,FALSE
D0744,FALSE
D2356,FALSE
D0262,FALSE
D1723,FALSE
D0921,FALSE
D1943,FALSE
D0936,FALSE
D2948,FALSE
D1145,FALSE
D2862,FALSE
D1066,FALSE
D1482,FALSE
D2410,FALSE
D2454,FALSE
D2907,FALSE
D2796,FALSE
D2495,FALSE
D0117,FALSE
D2674,FALSE
D0253,FALSE
D0515,FALSE
D2167,FALSE
D1147,FALSE
D0953,FALSE
D1054,FALSE
D0897,FALSE
D1362,FALSE
D2695,FALSE
D2559,FALSE
D1480,FALSE
D1359,FALSE
D1384,FALSE
D1816,FALSE
D2606,FALSE
D0396,FALSE
D2908,FALSE
D1730,FALSE
D0620,FALSE
D0162,FALSE
D1959,FALSE
D1439,FALSE
D0291,FALSE
D1906,FALSE
D0687,FALSE
D1419,FALSE
D1220,FALSE
D1283,FALSE
D2326,FALSE
D2109,FALSE
D0503,FALSE
D0090,FALSE
D2396,FALSE
D0686,FALSE
D0286,FALSE
D2069,FALSE
D1707,FALSE
D0853,FALSE
D0251,FALSE
D0577,FALSE
D0474,FALSE
D2761,FALSE
D0180,FALSE
D1669,FALSE
D0940,FALSE
D1133,FALSE
D0938,FALSE
D0886,FALSE
D1916,FALSE
D0991,FALSE
D0635,FALSE
D2443,FALSE
D2809,FALSE
D0007,FALSE
D1888,FALSE
D0459,FALSE
D2386,FALSE
D2543,FALSE
D0977,FALSE
D2998,FALSE
D0827,FALSE
D0284,FALSE
D1867,FALSE
D1340,FALSE
D2582,FALSE
D2518,FALSE
D0149,FALSE
D0597,FALSE
D2598,FALSE
D2281,FALSE
D2545,FALSE
D0821,FALSE
D1478,FALSE
D1844,FALSE
D0198,FALSE
D1045,FALSE
D2831,FALSE
D1183,FALSE
D2194,FALSE
D1957,FALSE
D2868,FALSE
D2399,FALSE
D1450,FALSE
D2794,FALSE
D0011,FALSE
D2571,FALSE
D2808,FALSE
D1325,FALSE
D0876,FALSE
D2340,FALSE
D1232,FALSE
D2330,FALSE
D1013,FALSE
D0466,FALSE
D1546,FALSE
D2879,FALSE
D1747,FALSE
D1715,FALSE
D2890,FALSE
D2257,FALSE
D1950,FALSE
D0371,FALSE
D0834,FALSE
D0787,FALSE
D2779,FALSE
D0232,FALSE
D0861,FALSE
D0616,FALSE
D0704,FALSE
D1605,FALSE
D1251,FALSE
D0260,FALSE
D1661,FALSE
D2891,FALSE
D0299,FALSE
D1326,FALSE
D0236,FALSE
D0264,FALSE
D0497,FALSE
D0655,FALSE
D1913,FALSE
D1820,FALSE
D0786,FALSE
D2377,FALSE
D2331,FALSE
D0514,FALSE
D1663,FALSE
D1245,FALSE
D1779,FALSE
D2710,FALSE
D1596,FALSE
D1794,FALSE
D0762,FALSE
D0805,FALSE
D1743,FALSE
D1447,FALSE
D2030,FALSE
D0875,FALSE
D2988,FALSE
D2213,FALSE
D1604,FALSE
D1014,FALSE
D2741,FALSE
D0665,FALSE
D0815,FALSE
D1004,FALSE
D1017,FALSE
D2963,FALSE
D0134,FALSE
D2574,FALSE
D2197,FALSE
D1461,FALSE
D0732,FALSE
D0052,FALSE
D1446,FALSE
D2586,FALSE
D2303,FALSE
D0008,FALSE
D1560,FALSE
D0207,FALSE
D1832,FALSE
D1287,FALSE
D0191,FALSE
D0916,FALSE
D0526,FALSE
D1159,FALSE
D2059,FALSE
D1103,FALSE
D0205,FALSE
D0893,FALSE
D2241,FALSE
D1221,FALSE
D0816,FALSE
D2719,FALSE
D2697,FALSE
D1433,FALSE
D2334,FALSE
D2702,FALSE
D2430,FALSE
D2139,FALSE
D1859,FALSE
D1686,FALSE
D1639,FALSE
D2530,FALSE
D1195,FALSE
D0402,FALSE
D0225,FALSE
D0193,FALSE
D2146,FALSE
D2519,FALSE
D1343,FALSE
D2337,FALSE
D2076,FALSE
D1132,FALSE
D2709,FALSE
D2062,FALSE
D0560,FALSE
D1528,FALSE
D0110,FALSE
D1348,FALSE
D0053,FALSE
D1174,FALSE
D2245,FALSE
D1072,FALSE
D0576,FALSE
D1682,FALSE
D0364,FALSE
D0104,FALSE
D0872,FALSE
D1575,FALSE
D1455,FALSE
D1652,FALSE
D0231,FALSE
D0288,FALSE
D0594,FALSE
D2018,FALSE
D0950,FALSE
D2187,FALSE
D1033,FALSE
D2169,FALSE
D2166,FALSE
D2191,FALSE
D2224,FALSE
D2874,FALSE
D2414,FALSE
D1486,FALSE
D2181,FALSE
D1987,FALSE
D2353,FALSE
D0822,FALSE
D2183,FALSE
D1982,FALSE
D1786,FALSE
D2176,FALSE
D2325,FALSE
D2769,FALSE
D2935,FALSE
D0447,FALSE
D2184,FALSE
D0243,FALSE
D0443,FALSE
D0530,FALSE
D0880,FALSE
D1191,FALSE
D1523,FALSE
